Timestamp,Serial Number,Name,Mode,Alarm,rH,Temp
2023-01-19 15:52:28,1192,Rear Sliding Door Centre,STATE,RESET,0,5.4,
2023-01-19 10:30:26,1192,Rear Sliding Door Centre,STATE,RESET,0,27.1,
2023-01-19 05:10:23,1192,Rear Sliding Door Centre,STATE,RESET,0,0.5,
2023-01-18 23:51:04,1192,Rear Sliding Door Centre,STATE,RESET,0,1.5,
2023-01-18 18:31:33,1192,Rear Sliding Door Centre,STATE,RESET,0,2.6,
2023-01-18 13:11:34,1192,Rear Sliding Door Centre,STATE,RESET,0,7.1,
2023-01-18 11:19:59,1192,Rear Sliding Door Centre,STATE,PRE-WARN,0,655.1,
2023-01-18 07:50:21,1192,Rear Sliding Door Centre,STATE,RESET,0,655.1,
2023-01-18 02:31:05,1192,Rear Sliding Door Centre,STATE,RESET,0,0.5,
2023-01-17 21:11:49,1192,Rear Sliding Door Centre,STATE,RESET,0,1.2,
2023-01-17 15:52:12,1192,Rear Sliding Door Centre,STATE,RESET,0,4.3,
2023-01-17 10:30:31,1192,Rear Sliding Door Centre,STATE,RESET,0,21.5,
2023-01-17 05:10:44,1192,Rear Sliding Door Centre,STATE,RESET,0,0.1,
2023-01-16 23:51:31,1192,Rear Sliding Door Centre,STATE,RESET,0,1.2,
2023-01-16 18:31:53,1192,Rear Sliding Door Centre,STATE,RESET,0,4.7,
2023-01-16 13:11:40,1192,Rear Sliding Door Centre,STATE,RESET,0,7.8,
2023-01-16 07:51:33,1192,Rear Sliding Door Centre,STATE,RESET,0,4.3,
2023-01-16 02:31:29,1192,Rear Sliding Door Centre,STATE,RESET,0,4.3,
2023-01-15 21:11:32,1192,Rear Sliding Door Centre,STATE,RESET,0,5,
2023-01-15 15:51:16,1192,Rear Sliding Door Centre,STATE,RESET,0,8.5,
2023-01-15 10:30:03,1192,Rear Sliding Door Centre,STATE,RESET,0,15.9,
2023-01-15 05:09:39,1192,Rear Sliding Door Centre,STATE,RESET,0,5.4,
2023-01-14 23:49:33,1192,Rear Sliding Door Centre,STATE,RESET,0,6.8,
2023-01-14 18:29:06,1192,Rear Sliding Door Centre,STATE,RESET,0,8.2,
2023-01-14 13:08:08,1192,Rear Sliding Door Centre,STATE,RESET,0,11.7,
2023-01-14 07:47:10,1192,Rear Sliding Door Centre,STATE,RESET,0,8.9,
2023-01-14 02:26:31,1192,Rear Sliding Door Centre,STATE,RESET,0,7.5,
2023-01-13 21:06:07,1192,Rear Sliding Door Centre,STATE,RESET,0,7.8,
2023-01-13 15:45:24,1192,Rear Sliding Door Centre,STATE,RESET,0,10.6,
2023-01-13 10:23:45,1192,Rear Sliding Door Centre,STATE,RESET,0,12.7,
2023-01-13 05:03:07,1192,Rear Sliding Door Centre,STATE,RESET,0,7.8,
2023-01-12 23:42:29,1192,Rear Sliding Door Centre,STATE,RESET,0,8.9,
2023-01-12 18:21:41,1192,Rear Sliding Door Centre,STATE,RESET,0,11,
2023-01-12 13:00:23,1192,Rear Sliding Door Centre,STATE,RESET,0,12.7,
2023-01-12 07:39:06,1192,Rear Sliding Door Centre,STATE,RESET,0,11,
2023-01-12 02:18:01,1192,Rear Sliding Door Centre,STATE,RESET,0,9.6,
2023-01-11 20:57:10,1192,Rear Sliding Door Centre,STATE,RESET,0,8.9,
2023-01-11 15:36:29,1192,Rear Sliding Door Centre,STATE,RESET,0,11,
2023-01-11 10:14:16,1192,Rear Sliding Door Centre,STATE,RESET,0,17.6,
2023-01-11 04:53:32,1192,Rear Sliding Door Centre,STATE,RESET,0,8.9,
2023-01-10 23:32:34,1192,Rear Sliding Door Centre,STATE,RESET,0,11.7,
